Wall time,Step,Value
1565731975.6988206,6220,1.2319207191467285
1565731976.754723,6230,1.2946970462799072
1565731978.796482,6250,1.3414610624313354
1565731982.9306507,6290,1.3711216449737549
1565731984.004389,6300,1.2486807107925415
1565731986.0897121,6320,1.2514829635620117
1565731988.137523,6340,1.1967490911483765
1565731992.3170629,6380,1.220690369606018
1565731995.4916472,6410,1.2249168157577515
1565731996.5408914,6420,1.3217605352401733
1565731998.6387105,6440,1.2596702575683594
1565731999.656951,6450,1.2061846256256104
1565732000.6535091,6460,1.250976800918579
1565732001.7031834,6470,1.2883063554763794
1565732002.754004,6480,1.2344914674758911
1565732003.8043742,6490,1.186904788017273
1565732004.8766348,6500,1.3248811960220337
1565732005.9113271,6510,1.2901602983474731
1565732006.9503436,6520,1.3173580169677734
1565732011.1400948,6560,1.2675647735595703
1565732012.1821642,6570,1.2101764678955078
1565732014.2361884,6590,1.300944447517395
1565732016.3459976,6610,1.24850594997406
1565732018.4104116,6630,1.2693556547164917
1565732019.4646769,6640,1.3314695358276367
1565732021.559639,6660,1.3111838102340698
1565732022.62247,6670,1.3366121053695679
1565732023.6823335,6680,1.2816108465194702
1565732026.8180485,6710,1.3404959440231323
1565732027.8337252,6720,1.3356846570968628
1565732028.873201,6730,1.2256942987442017
1565732029.8955748,6740,1.2385292053222656
1565732030.9109714,6750,1.159482717514038
1565732033.0058846,6770,1.269637107849121
1565732034.0602655,6780,1.2520833015441895
1565732035.1226206,6790,1.2757937908172607
1565732037.52546,6810,1.332387924194336
1565732038.5749943,6820,1.1877260208129883
1565732039.6217282,6830,1.2462186813354492
1565732040.650046,6840,1.3150700330734253
1565732041.6899397,6850,1.1981977224349976
1565732042.698669,6860,1.3238898515701294
1565732043.754058,6870,1.277924656867981
1565732044.7981198,6880,1.1918691396713257
1565732045.8499682,6890,1.257390022277832
1565732049.025356,6920,1.2969292402267456
1565732051.1056013,6940,1.2402147054672241
1565732053.21631,6960,1.320855975151062
1565732056.3750608,6990,1.0980618000030518
1565732057.4103355,7000,1.2798407077789307
1565732058.6960485,7010,1.2886755466461182
1565732059.752124,7020,1.3313467502593994
1565732060.80259,7030,1.3573226928710938
1565732061.8449314,7040,1.1200973987579346
1565732062.8866866,7050,1.2655757665634155
1565732063.9372478,7060,1.317535161972046
1565732066.0060577,7080,1.3064554929733276
1565732067.065141,7090,1.2742061614990234
1565732068.137268,7100,1.316948413848877
1565732072.3565466,7140,1.1515928506851196
1565732076.4857838,7180,1.1222848892211914
1565732077.5327454,7190,1.3418344259262085
1565732079.6429157,7210,1.2601641416549683
1565732080.684054,7220,1.2305163145065308
1565732081.725957,7230,1.2564802169799805
1565732082.7773745,7240,1.3714255094528198
1565732083.838377,7250,1.256027102470398
1565732084.9043145,7260,1.1830207109451294
1565732087.9929726,7290,1.1543537378311157
1565732089.0584397,7300,1.1990774869918823
1565732090.1079643,7310,1.1894452571868896
1565732095.2626023,7360,1.3446228504180908
1565732097.320449,7380,1.2622522115707397
1565732098.3713906,7390,1.3283982276916504
1565732099.4253168,7400,1.3285088539123535
1565732100.4907808,7410,1.2371888160705566
1565732102.591808,7430,1.2616941928863525
1565732105.7309232,7460,1.223952293395996
1565732106.7656965,7470,1.215740442276001
1565732108.8483586,7490,1.2041159868240356
1565732109.912324,7500,1.2008402347564697
1565732110.9407313,7510,1.222564935684204
1565732111.9848857,7520,1.1844311952590942
1565732113.0354393,7530,1.2783578634262085
1565732114.073268,7540,1.2257074117660522
1565732116.178311,7560,1.2677786350250244
1565732119.3034022,7590,1.2398173809051514
1565732120.3550122,7600,1.0940724611282349
1565732122.3890214,7620,1.2378644943237305
1565732124.4796102,7640,1.344334363937378
1565732125.5223014,7650,1.251168131828308
1565732126.5566828,7660,1.2004579305648804
1565732127.5999296,7670,1.3192542791366577
1565732129.68618,7690,1.2835569381713867
1565732130.7563,7700,1.203169822692871
1565732131.7978444,7710,1.2010477781295776
1565732132.8580928,7720,1.1323738098144531
1565732133.8996198,7730,1.1941492557525635
1565732134.927493,7740,1.2023539543151855
1565732135.9681098,7750,1.204740047454834
1565732137.0138693,7760,1.2288825511932373
1565732140.0775745,7790,1.1933685541152954
1565732141.159252,7800,1.265454888343811
1565732145.309579,7840,1.2350150346755981
1565732146.3529596,7850,1.2394639253616333
1565732148.446246,7870,1.1986149549484253
1565732150.5325367,7890,1.1506004333496094
1565732152.9479113,7910,1.1972352266311646
1565732153.977625,7920,1.2322494983673096
1565732155.0024807,7930,1.1723734140396118
1565732156.0552075,7940,1.323431372642517
1565732157.0971808,7950,1.2399834394454956
1565732158.1305726,7960,1.2731432914733887
1565732160.2076633,7980,1.1794140338897705
1565732162.237393,8000,1.2286105155944824
1565732164.577446,8020,1.2837061882019043
1565732167.654159,8050,1.110230803489685
1565732168.6540654,8060,1.2357860803604126
1565732169.6938012,8070,1.2510687112808228
1565732170.725605,8080,1.2461519241333008
1565732171.7781005,8090,1.162212610244751
1565732173.846969,8110,1.273198127746582
1565732174.8992002,8120,1.2975108623504639
1565732175.9200196,8130,1.4019817113876343
1565732177.9612477,8150,1.2978088855743408
1565732178.966085,8160,1.1092866659164429
1565732181.0750637,8180,1.224550485610962
1565732184.1956568,8210,1.1672691106796265
1565732186.246674,8230,1.2805184125900269
1565732187.2887633,8240,1.196996808052063
1565732188.347299,8250,1.2644355297088623
1565732191.4830713,8280,1.2180858850479126
1565732194.586755,8310,1.3341350555419922
1565732195.6397378,8320,1.1523500680923462
1565732197.7338688,8340,1.2233484983444214
1565732199.8361607,8360,1.3065346479415894
1565732201.9210515,8380,1.1719903945922852
