Wall time,Step,Value
1565964170.1211047,50,2.608394145965576
1565964171.1737242,60,2.4578793048858643
1565964175.6553564,100,2.273406505584717
1565964176.6668723,110,2.2596607208251953
1565964179.8064113,140,2.131579875946045
1565964180.8651357,150,2.101661205291748
1565964184.0074353,180,2.054774045944214
1565964185.0602615,190,2.041579246520996
1565964186.4233985,200,2.093233585357666
1565964190.6212547,240,2.254122495651245
1565964200.2843664,330,1.9205455780029297
1565964203.3701382,360,1.919898271560669
1565964207.5359836,400,1.8579174280166626
1565964209.6431928,420,1.803408145904541
1565964211.7426949,440,1.8975582122802734
1565964212.7762077,450,1.8314391374588013
1565964214.8718112,470,1.9789973497390747
1565964216.9770231,490,1.8424988985061646
1565964221.0615501,530,1.8762229681015015
1565964222.0948267,540,1.8582024574279785
1565964223.1515298,550,1.9075697660446167
1565964224.19901,560,1.928456425666809
1565964225.2533429,570,1.8143469095230103
1565964231.5503724,630,1.763775110244751
1565964233.6255722,650,1.786057710647583
1565964234.6696804,660,1.7138378620147705
1565964235.7270246,670,1.856959342956543
1565964236.7858086,680,1.8502179384231567
1565964240.2462904,710,1.8152521848678589
1565964241.2523847,720,1.7899397611618042
1565964242.2848158,730,1.9110580682754517
1565964243.3016543,740,1.6960046291351318
1565964248.5427806,790,1.8500386476516724
1565964253.7229676,840,1.8271695375442505
1565964256.8706436,870,1.8704952001571655
1565964257.917483,880,1.8236865997314453
1565964264.1984758,940,1.8363440036773682
1565964272.8353586,1020,1.7841002941131592
1565964275.9870217,1050,1.787452220916748
1565964277.024123,1060,1.837778091430664
1565964284.3838801,1130,1.7862857580184937
1565964287.534254,1160,1.7430076599121094
1565964289.6480567,1180,1.8577440977096558
1565964297.0232909,1250,1.9011454582214355
1565964298.072537,1260,1.6735843420028687
1565964301.2193544,1290,1.692638635635376
1565964302.506721,1300,1.7972416877746582
1565964309.848772,1370,1.719071865081787
1565964311.9329321,1390,1.7939393520355225
1565964314.3176122,1410,1.6045522689819336
1565964315.3742378,1420,1.582690715789795
1565964316.4277983,1430,1.6516388654708862
1565964323.8008783,1500,2.0068228244781494
1565964329.0171695,1550,1.7077947854995728
1565964331.088092,1570,1.61006498336792
1565964332.1275163,1580,1.7413933277130127
1565964333.169846,1590,1.6794675588607788
1565964336.3207285,1620,1.6635607481002808
1565964339.487863,1650,1.8548825979232788
1565964341.6063328,1670,1.627160906791687
1565964342.651345,1680,1.6866563558578491
1565964345.820726,1710,1.7350890636444092
1565964352.115381,1770,1.6902449131011963
1565964353.1367905,1780,1.591593861579895
1565964355.2678933,1800,1.7363213300704956
1565964358.323943,1830,1.543894648551941
1565964360.400711,1850,1.528734803199768
1565964361.4215307,1860,1.6372597217559814
1565964363.482138,1880,1.637157917022705
