Wall time,Step,Value
1565734467.2921574,10390,0.61328125
1565734470.4787273,10420,0.56640625
1565734472.5741944,10440,0.62890625
1565734479.8958447,10510,0.640625
1565734480.9248266,10520,0.65234375
1565734484.0323381,10550,0.6015625
1565734486.0866802,10570,0.65234375
1565734492.6858234,10630,0.609375
1565734493.715481,10640,0.609375
1565734495.8146913,10660,0.62109375
1565734497.9163787,10680,0.64453125
1565734502.1114662,10720,0.61328125
1565734506.196502,10760,0.6875
1565734508.2967916,10780,0.62109375
1565734510.4115846,10800,0.64453125
1565734513.5444493,10830,0.625
1565734514.5853996,10840,0.61328125
1565734515.6322606,10850,0.609375
1565734516.652065,10860,0.59375
1565734522.8610182,10920,0.62109375
1565734523.9027967,10930,0.65625
1565734530.1545208,10990,0.6875
1565734532.4829671,11010,0.671875
1565734534.5915108,11030,0.609375
1565734535.6388388,11040,0.6171875
1565734536.6842682,11050,0.64453125
1565734546.1069388,11140,0.6171875
1565734548.1512656,11160,0.65625
1565734551.2353907,11190,0.66796875
1565734555.3991756,11230,0.671875
1565734557.4557552,11250,0.69140625
1565734558.49359,11260,0.671875
1565734562.701061,11300,0.66015625
1565734563.7257643,11310,0.67578125
1565734565.812076,11330,0.62890625
1565734566.8528109,11340,0.6953125
1565734567.8998976,11350,0.66015625
1565734571.0366836,11380,0.64453125
1565734572.076693,11390,0.65234375
1565734582.4420078,11490,0.66796875
1565734584.557021,11510,0.65625
1565734585.6174533,11520,0.7265625
1565734588.7456381,11550,0.65625
1565734589.7650313,11560,0.62109375
1565734590.7848985,11570,0.66015625
1565734593.9453294,11600,0.6484375
1565734594.9896188,11610,0.65625
1565734596.0287392,11620,0.65625
1565734611.608202,11770,0.69140625
1565734614.752224,11800,0.64453125
1565734616.8033514,11820,0.6015625
1565734617.823432,11830,0.63671875
1565734619.8861673,11850,0.6796875
1565734620.9226563,11860,0.62890625
1565734624.0560012,11890,0.6328125
1565734627.2169096,11920,0.671875
1565734628.2619565,11930,0.69140625
1565734629.3232095,11940,0.67578125
1565734630.367878,11950,0.6796875
1565734632.4766386,11970,0.63671875
1565734634.585479,11990,0.640625
1565734636.9025056,12010,0.66796875
1565734638.9137824,12030,0.64453125
1565734639.926094,12040,0.671875
1565734642.0201697,12060,0.65625
1565734644.1166482,12080,0.671875
1565734646.2258143,12100,0.61328125
1565734647.2754197,12110,0.6328125
1565734648.3006496,12120,0.62109375
1565734649.3341858,12130,0.6640625
1565734650.3802433,12140,0.64453125
1565734661.063606,12240,0.6640625
1565734665.2064736,12280,0.67578125
1565734669.4295473,12320,0.66015625
1565734670.4557278,12330,0.6796875
1565734671.4855692,12340,0.671875
1565734673.5449493,12360,0.6875
1565734676.5602114,12390,0.65625
1565734679.6970537,12420,0.66015625
1565734681.785287,12440,0.65234375
1565734683.8667395,12460,0.7109375
1565734684.9104583,12470,0.6796875
1565734686.9957619,12490,0.640625
1565734691.216603,12530,0.6484375
1565734692.2569735,12540,0.6640625
1565734693.3022199,12550,0.67578125
1565734695.3986278,12570,0.6484375
1565734696.439651,12580,0.66796875
1565734699.5756836,12610,0.70703125
1565734700.5582254,12620,0.640625
1565734701.6016343,12630,0.640625
1565734702.6491718,12640,0.66796875
1565734704.7290123,12660,0.640625
1565734709.980892,12710,0.66796875
1565734713.1236422,12740,0.6953125
1565734718.3028154,12790,0.6328125
1565734720.6718264,12810,0.67578125
1565734724.766213,12850,0.6328125
1565734726.8378754,12870,0.67578125
1565734730.8928618,12910,0.66796875
1565734731.9107957,12920,0.671875
1565734732.9520638,12930,0.671875
1565734733.9905474,12940,0.7109375
1565734736.0731194,12960,0.65625
1565734739.1980176,12990,0.6484375
1565734740.267638,13000,0.63671875
1565734742.607875,13020,0.62890625
1565734743.637456,13030,0.62109375
1565734744.68261,13040,0.6328125
1565734750.9744308,13100,0.66015625
1565734753.037325,13120,0.671875
1565734754.05582,13130,0.69140625
1565734756.1293612,13150,0.71875
1565734757.1788461,13160,0.64453125
1565734760.3280122,13190,0.67578125
1565734761.3957398,13200,0.6640625
1565734766.703865,13250,0.6875
1565734767.7532935,13260,0.6953125
1565734768.8055615,13270,0.66015625
1565734771.9089415,13300,0.58984375
1565734774.0217206,13320,0.703125
1565734775.0611522,13330,0.69140625
1565734776.090593,13340,0.68359375
1565734777.1238098,13350,0.640625
1565734778.1524513,13360,0.6328125
1565734779.193424,13370,0.6640625
1565734785.3959248,13430,0.66015625
1565734790.5871687,13480,0.640625
1565734791.6354375,13490,0.62890625
1565734792.6786873,13500,0.66796875
1565734797.9157555,13550,0.67578125
1565734802.0457304,13590,0.66796875
1565734804.1632035,13610,0.6875
1565734805.2245493,13620,0.66796875
1565734809.4061205,13660,0.671875
1565734813.518289,13700,0.66796875
1565734820.800139,13770,0.69140625
1565734822.8465343,13790,0.625
1565734826.0065398,13820,0.6796875
1565734828.0413587,13840,0.64453125
1565734829.06962,13850,0.6875
1565734832.1542306,13880,0.7265625
1565734833.1778162,13890,0.65234375
1565734835.2783804,13910,0.62109375
1565734836.3111682,13920,0.6640625
1565734839.38057,13950,0.65625
1565734857.2978442,14120,0.703125
1565734858.347089,14130,0.6796875
1565734859.4029744,14140,0.640625
1565734860.4419904,14150,0.62890625
1565734864.596243,14190,0.67578125
1565734867.7365532,14220,0.69140625
1565734868.766555,14230,0.6484375
1565734871.9132771,14260,0.6796875
1565734872.9570231,14270,0.61328125
1565734874.0126786,14280,0.62890625
1565734878.2183874,14320,0.73046875
1565734879.2582495,14330,0.63671875
1565734880.2960467,14340,0.69921875
1565734882.4033356,14360,0.68359375
1565734884.5168126,14380,0.63671875
1565734886.6261444,14400,0.66796875
1565734888.6927965,14420,0.6796875
1565734894.9493022,14480,0.65234375
1565734897.008786,14500,0.71484375
1565734902.1381605,14550,0.62890625
1565734903.183265,14560,0.63671875
1565734912.6406844,14650,0.66796875
1565734913.6629784,14660,0.7109375
1565734925.0036151,14770,0.69921875
1565734929.150312,14810,0.6328125
1565734930.1797369,14820,0.68359375
1565734933.254788,14850,0.67578125
1565734934.2985368,14860,0.6796875
1565734937.384455,14890,0.66796875
1565734939.4978461,14910,0.70703125
1565734940.5452664,14920,0.6640625
1565734941.568945,14930,0.671875
1565734948.7658076,15000,0.6875
1565734950.0944808,15010,0.6953125
1565734951.140908,15020,0.63671875
1565734952.185208,15030,0.6875
1565734955.2913005,15060,0.6484375
1565734957.3619077,15080,0.71484375
1565734958.4059699,15090,0.74609375
1565734959.428093,15100,0.68359375
1565734960.4297733,15110,0.640625
1565734965.6372173,15160,0.69140625
1565734967.706245,15180,0.73046875
1565734972.8565524,15230,0.66796875
1565734973.8999598,15240,0.67578125
1565734977.0494761,15270,0.69140625
1565734984.3833318,15340,0.68359375
1565734986.4494672,15360,0.640625
1565734997.2524586,15460,0.6796875
1565734999.341443,15480,0.6015625
1565735000.3813355,15490,0.625
1565735002.4694166,15510,0.625
1565735003.5333312,15520,0.65234375
1565735005.617616,15540,0.69921875
1565735006.6472938,15550,0.62109375
1565735012.9360218,15610,0.6796875
1565735013.98854,15620,0.66015625
1565735020.2127078,15680,0.71875
1565735021.2529166,15690,0.671875
1565735030.6475642,15780,0.66796875
1565735034.856183,15820,0.625
1565735036.9317136,15840,0.64453125
1565735041.0968618,15880,0.6953125
1565735047.3103194,15940,0.6328125
1565735050.445132,15970,0.671875
1565735052.5393362,15990,0.61328125
1565735055.9694288,16020,0.6953125
1565735058.0747788,16040,0.7109375
1565735059.134835,16050,0.640625
1565735063.311659,16090,0.6875
1565735064.384761,16100,0.66796875
1565735066.460105,16120,0.671875
1565735067.524867,16130,0.64453125
1565735069.6677785,16150,0.73046875
1565735072.792743,16180,0.68359375
1565735073.8353856,16190,0.671875
1565735074.8582716,16200,0.67578125
1565735078.9678316,16240,0.63671875
1565735081.02866,16260,0.69140625
1565735082.0468192,16270,0.63671875
1565735083.0723205,16280,0.65625
1565735085.179542,16300,0.68359375
1565735087.2754552,16320,0.671875
1565735089.3301802,16340,0.68359375
1565735092.4555655,16370,0.703125
1565735095.882149,16400,0.6796875
1565735096.933835,16410,0.65625
1565735097.9776273,16420,0.65234375
1565735101.1472964,16450,0.66796875
